Latitude,Longitude,Arithmetic Mean
43.176672,-85.416608,0.044236
41.995568,-83.946559,0.045632
42.731394,-82.793463,0.044956
42.51334,-83.005971,0.043949
44.307,-86.242649,0.04348
43.953334,-86.294415,0.043594
44.310555,-84.891865,0.043858
43.278061,-86.311083,0.046189
42.894451,-85.852734,0.046082
42.953336,-82.456229,0.042011
46.288877,-85.950227,0.041862
43.6138,-83.3591,0.043472
42.240565,-83.599602,0.044011
42.416636,-83.902185,0.044194
44.18089,-85.738985,0.043301
45.40184,-93.20306,0.039019
45.13768,-93.207615,0.041208
46.851811,-95.846272,0.040831
46.70527,-92.52377,0.035172
46.39674,-94.1303,0.038439
44.473754,-93.012611,0.0415
44.965242,-93.254759,0.032438
47.948622,-91.495574,0.03572
44.4438,-95.81789,0.043469
46.2053,-93.75945,0.036429
43.996908,-92.450366,0.041742
48.41252,-92.829225,0.036254
46.81826,-92.08936,0.031619
44.791437,-93.512534,0.041639
45.549839,-94.13345,0.039302
45.168004,-92.765136,0.039345
45.20916,-93.66921,0.040826
33.746056,-90.723028,0.044135
34.82166,-89.98783,0.042399
30.300833,-89.395916,0.040607
30.390369,-89.049778,0.040948
32.385731,-90.1412,0.03886
32.329111,-90.182722,0.039844
30.378287,-88.53393,0.041674
32.364565,-88.731491,0.036859
34.264917,-88.766222,0.041258
34.002747,-89.799183,0.03727
39.9544,-94.849,0.044685
39.07803,-92.31632,0.043347
38.70608,-92.09308,0.043014
38.75961,-94.57983,0.044009
37.70097,-94.03474,0.043465
39.407452,-94.265373,0.044302
39.303174,-94.377014,0.045244
39.331913,-94.580931,0.046085
39.53063,-94.55594,0.045943
37.256137,-93.299894,0.042822
37.319186,-93.204411,0.043169
37.2385,-94.42468,0.044637
38.448672,-90.395904,0.04439
39.04512,-90.86633,0.04607
39.474976,-91.788991,0.042164
37.70264,-89.69864,0.044423
38.872546,-90.226488,0.046418
38.8994,-90.44917,0.045906
37.90084,-90.42388,0.044878
38.49015,-90.70509,0.04315
38.71085,-90.47606,0.044742
36.707727,-93.222,0.041793
38.656429,-90.198348,0.042925
47.048537,-109.455315,0.040868
48.5103,-113.99681,0.03784
46.8505,-111.987164,0.040815
46.842181,-114.021499,0.041954
48.317507,-107.862471,0.036576
45.440295,-105.370283,0.043117
47.803392,-104.485552,0.04047
47.803392,-104.485552,0.04047
47.803392,-104.485552,0.04047
45.366151,-106.48982,0.044369
41.247486,-95.973142,0.044446
41.207958,-95.945897,0.038422
41.306758,-95.960967,0.037318
42.829154,-97.854129,0.043434
40.984723,-96.677513,0.038427
39.472471,-118.783624,0.048732
36.39103,-114.907429,0.055839
36.39103,-114.907429,0.055856
36.39103,-114.907429,0.055856
36.807913,-114.060879,0.051146
36.106389,-115.253333,0.047212
36.106389,-115.253333,0.047212
36.106389,-115.253333,0.047159
36.16976,-115.263038,0.046838
36.16976,-115.263038,0.046785
36.16976,-115.263038,0.046838
36.173415,-115.332728,0.047229
36.173415,-115.332728,0.047229
36.173415,-115.332728,0.047159
36.270592,-115.238282,0.047614
36.270592,-115.238282,0.047614
36.270592,-115.238282,0.047518
36.141875,-115.078742,0.04312
35.978149,-114.846313,0.047566
35.785665,-115.357087,0.049022
35.785665,-115.357087,0.04903
35.785665,-115.357087,0.04903
36.191251,-115.122953,0.044443
36.191251,-115.122953,0.044421
36.191251,-115.122953,0.044443
36.357786,-115.362234,0.052621
39.602787,-119.247741,0.049785
39.525083,-119.807717,0.041259
39.469219,-119.775354,0.040795
39.399837,-119.739606,0.042666
39.540917,-119.746761,0.040914
39.250409,-119.956738,0.04439
39.645264,-119.840025,0.044652
39.00512,-114.21593,0.048594
39.1447,-119.7661,0.049148
43.566122,-71.496335,0.036099
42.930521,-72.272332,0.040596
44.270093,-71.303821,0.049599
44.308132,-71.217639,0.036503
43.629605,-72.309499,0.036705
43.944519,-71.700788,0.034503
42.718653,-71.522416,0.041961
42.86183,-71.878626,0.042672
43.2185,-71.5145,0.039654
43.075371,-70.748017,0.039574
43.045269,-70.713958,0.039885
42.862531,-71.38014,0.041866
39.464872,-74.448736,0.045015
40.870436,-73.991994,0.043019
39.934559,-75.125219,0.042257
39.68425,-74.861491,0.044805
39.422273,-75.025204,0.040972
40.720989,-74.192892,0.03923
39.800339,-75.212119,0.044398
40.67025,-74.126081,0.039007
40.515262,-74.806671,0.043272
40.283092,-74.742613,0.043294
40.3125,-74.8729,0.044731
40.462182,-74.429439,0.04423
40.277647,-74.0051,0.045052
40.787628,-74.676301,0.04491
40.06483,-74.44405,0.042201
41.058617,-74.255544,0.04148
40.92458,-75.067815,0.038227
35.1343,-106.5852,0.045138
35.0631,-106.578785,0.045941
35.1539,-106.69715,0.048017
35.01708,-106.65739,0.045773
35.06407,-106.76151,0.046326
35.1852,-106.50815,0.045101
35.19324,-106.613815,0.047941
31.79594,-106.558044,0.040341
32.041212,-106.40971,0.049084
31.796218,-106.584434,0.044815
31.787885,-106.683324,0.052992
32.317593,-106.768337,0.045547
32.380118,-104.262726,0.047632
32.1783,-104.4406,0.051464
32.692022,-108.125042,0.043113
32.726656,-103.122917,0.040723
32.2558,-107.7227,0.049507
36.187742,-106.698369,0.048592
35.299484,-106.548914,0.045916
36.742227,-107.977567,0.045574
36.809735,-107.652192,0.047031
36.796667,-108.473138,0.04597
36.8071,-108.69523,0.047095
35.61975,-106.07968,0.048285
34.8147,-106.7396,0.047396
42.68075,-73.75733,0.041423
40.816,-73.902,0.039045
40.8679,-73.87809,0.040584
42.49963,-79.31881,0.043766
41.78555,-73.74136,0.039825
42.99328,-78.77153,0.044556
44.39308,-73.8589,0.039946
43.9731,-74.2232,0.035
44.980577,-74.695005,0.033941
43.44957,-74.51625,0.039464
43.68578,-74.98538,0.036682
44.08747,-75.97316,0.039127
43.14618,-77.54817,0.039812
40.81976,-73.94825,0.036121
43.22386,-78.47888,0.039656
43.05235,-76.05921,0.039415
41.52375,-74.21534,0.034083
43.28428,-76.46324,0.038033
41.45589,-73.70977,0.038717
40.73614,-73.82153,0.041837
40.59664,-74.12525,0.043081
41.18208,-74.02819,0.041403
43.01209,-73.6489,0.037737
42.09142,-77.20978,0.037817
40.74529,-73.41919,0.042517
40.96078,-72.71238,0.045739
40.82799,-73.05754,0.043246
42.4006,-76.6538,0.041616
43.23086,-77.17136,0.041654
41.05192,-73.76366,0.042502
35.928999,-81.189758,0.04175
35.9138,-81.191,0.03854
35.972347,-81.933072,0.038783
36.1058,-82.0454,0.043024
35.500102,-82.59986,0.041029
35.9359,-81.5306,0.039962
34.8848,-76.6203,0.037706
36.307033,-79.467417,0.040193
35.757222,-79.159722,0.034563
35.158686,-78.728035,0.037972
34.968889,-78.9625,0.040728
35.897068,-80.557278,0.041484
36.032955,-78.904037,0.039643
35.988278,-77.5843,0.04033
36.11094,-80.224501,0.045484
36.203056,-80.215833,0.037047
36.026612,-80.341962,0.042042
36.051805,-80.144933,0.043262
36.096189,-78.463719,0.039266
35.2578,-83.7955,0.044646
36.141111,-78.768056,0.04023
36.109006,-79.802314,0.041467
35.507224,-82.963625,0.04069
35.379167,-82.7925,0.046029
35.587144,-83.074156,0.044726
35.524544,-83.235981,0.046361
35.59095,-78.4622,0.038944
35.2318,-77.5669,0.038624
35.438556,-81.27675,0.042554
35.0608,-83.4306,0.033742
35.81066,-76.9063,0.037737
35.2401,-80.785683,0.042825
35.113164,-80.919532,0.038793
35.347222,-80.695,0.043864
35.2632,-79.8365,0.037915
34.364167,-77.838611,0.038057
36.306965,-79.09197,0.039157
35.641276,-77.360126,0.03831
36.308889,-79.859167,0.042162
35.551868,-80.395039,0.041896
35.534482,-80.66756,0.043739
35.434767,-83.442133,0.03584
35.498711,-83.310242,0.035281
34.974039,-80.540622,0.041245
35.856111,-78.574167,0.038327
35.596944,-78.7925,0.038382
35.765413,-82.264944,0.04775
46.8943,-103.37853,0.045111
48.64193,-102.4018,0.03981
46.825425,-100.76821,0.042118
46.933754,-96.85535,0.038292
47.3132,-102.5273,0.040208
47.5812,-103.2995,0.043928
47.298611,-101.766944,0.042208
47.185833,-101.428056,0.042954
48.15278,-103.63951,0.040574
40.770944,-84.0539,0.04492
41.959695,-80.572808,0.043896
39.383382,-84.544413,0.044239
39.529112,-84.394003,0.044986
39.5327,-84.7286,0.045478
40.00103,-83.80456,0.045488
39.85567,-83.99773,0.04354
39.0828,-84.1441,0.044597
39.427535,-83.788916,0.043415
41.55523,-81.575256,0.041163
41.492117,-81.678449,0.034024
41.361835,-81.86457,0.041019
41.536942,-81.458871,0.042441
40.356694,-83.063971,0.044219
39.6359,-83.2605,0.04356
40.084514,-82.815585,0.046484
39.96523,-82.95549,0.044033
40.0877,-82.959773,0.041467
41.515051,-81.249906,0.042712
39.66575,-83.94268,0.043882
39.2787,-84.36625,0.044951
39.21487,-84.69086,0.042749
39.12886,-84.50404,0.043967
40.3663,-80.6158,0.041976
40.310025,-82.691724,0.04308
41.673006,-81.422455,0.044141
41.726811,-81.242156,0.041836
38.62901,-82.45886,0.040442
38.508075,-82.659241,0.040625
40.026037,-82.432996,0.043282
41.420882,-82.095729,0.039005
41.644067,-83.54616,0.037052
41.4942,-83.718949,0.043329
41.675231,-83.307005,0.041103
39.78819,-83.47606,0.044261
41.096188,-80.658867,0.039934
41.0604,-81.9239,0.041244
40.08502,-84.113808,0.044103
39.785644,-84.134412,0.044502
39.9428,-81.3373,0.044323
41.182466,-81.330486,0.029418
39.83562,-84.720524,0.043391
40.82812,-81.3785,0.043606
40.712778,-81.598333,0.042595
40.93133,-81.123519,0.042626
41.106486,-81.503547,0.036798
41.454235,-80.591036,0.040082
41.240453,-80.66272,0.044131
39.42689,-84.20077,0.042462
39.432117,-81.460443,0.04275
41.377685,-83.611104,0.042255
35.750735,-94.669697,0.044974
33.945379,-96.405726,0.043895
35.111944,-98.252778,0.031444
35.479215,-97.751503,0.044668
35.85408,-94.985964,0.043223
35.320105,-97.484099,0.045346
34.63298,-98.42879,0.046325
36.105481,-96.361196,0.044348
36.158414,-98.931973,0.045745
34.226639,-98.03544,0.048109
36.956222,-97.03135,0.046247
33.880812,-97.275896,0.047967
35.159649,-97.473794,0.044354
36.228408,-95.249943,0.043787
35.477036,-97.494309,0.045818
35.477801,-97.303044,0.046129
35.614131,-97.475083,0.046111
36.922222,-94.838889,0.041774
34.885608,-95.78441,0.044524
35.302864,-96.918326,0.042537
35.40814,-94.524413,0.042096
36.357438,-95.999247,0.044893
35.953708,-96.004975,0.044651
36.133802,-95.764537,0.044095
36.204902,-95.976537,0.04343
45.25928,-122.588151,0.037579
45.768531,-122.7721,0.02994
44.021896,-121.260166,0.04225
42.229891,-122.7877,0.044446
44.026312,-123.083737,0.033572
43.8345,-123.0353,0.034829
44.81029,-122.915085,0.036
45.496641,-122.602877,0.032235
45.828968,-119.262991,0.0456
45.402446,-122.854437,0.033368
39.9231,-77.3078,0.045897
40.46542,-79.960757,0.040849
40.445577,-80.016155,0.045775
40.375644,-80.169943,0.043421
40.613949,-79.72941,0.044322
40.814183,-79.56475,0.048218
40.56252,-80.503948,0.044799
40.684722,-80.359722,0.043626
40.747796,-80.316442,0.041323
40.51408,-75.789721,0.041411
40.38335,-75.9686,0.04461
40.535278,-78.370833,0.042304
41.705226,-76.512726,0.035836
40.107222,-74.882222,0.044535
40.309722,-78.915,0.041783
40.811389,-77.877028,0.041846
40.7208,-77.9319,0.043881
39.834461,-75.768242,0.044188
41.1175,-78.526194,0.043577
40.246992,-76.846988,0.04259
40.272222,-76.681389,0.044773
39.835556,-75.3725,0.043612
41.598119,-78.767867,0.042916
42.14175,-80.038611,0.042197
39.961111,-77.475556,0.048371
39.80933,-80.26567,0.04316
40.56333,-78.919972,0.045876
41.479116,-75.578186,0.044534
41.442778,-75.623056,0.042709
40.046667,-76.283333,0.044671
40.043833,-76.1124,0.043014
40.995848,-80.346442,0.042371
40.337328,-76.383447,0.046601
40.611944,-75.4325,0.044858
41.209167,-76.003333,0.040439
41.265556,-75.846389,0.041608
41.2508,-76.9238,0.04299
41.215014,-80.484779,0.044574
41.4271,-80.1451,0.041408
41.08306,-75.32328,0.041425
40.112222,-75.309167,0.044362
40.628056,-75.341111,0.04435
40.692224,-75.237156,0.043695
40.456944,-77.165556,0.043636
40.008889,-75.09778,0.028729
40.076389,-75.011944,0.0448
39.991389,-75.080833,0.027077
40.035985,-75.002405,0.047273
39.9878,-79.2515,0.041168
41.644722,-76.939167,0.044187
40.146667,-79.902222,0.043652
40.170556,-80.261389,0.042448
40.445278,-80.420833,0.045009
40.268963,-80.243995,0.041174
40.428076,-79.692811,0.040601
40.304694,-79.505667,0.043628
39.965278,-76.699444,0.045611
39.86097,-76.462055,0.046019
41.615237,-71.72,0.044938
41.841039,-71.36097,0.04513
41.49511,-71.423705,0.045511
34.325318,-82.386376,0.035893
34.623236,-82.532059,0.038478
32.987252,-79.9367,0.03319
32.941023,-79.657187,0.035769
35.130396,-81.816567,0.039301
35.131389,-81.405,0.042262
34.615367,-80.198787,0.038204
34.285696,-79.744859,0.038298
33.739963,-81.853635,0.029703
34.751848,-82.256701,0.040784
35.057395,-82.372881,0.039558
34.805261,-83.2377,0.038563
34.653606,-82.838659,0.039177
34.851537,-82.744576,0.039992
34.093959,-80.962304,0.033497
33.81468,-80.781135,0.030976
34.131262,-80.868318,0.040204
34.988706,-82.075802,0.042841
34.935817,-81.228409,0.035
34.9127,-80.8745,0.039588
35.0158,-80.9662,0.040487
35.964969,-84.22317,0.040519
35.63348,-83.941606,0.045371
35.603056,-83.783611,0.037946
36.46983,-83.826511,0.042171
36.205055,-86.74472,0.035991
36.150799,-86.623297,0.041254
36.0388,-85.7331,0.040767
35.233476,-85.181581,0.042433
35.102638,-85.162194,0.043888
36.105629,-83.602077,0.04585
36.085508,-83.764806,0.041427
36.019186,-83.87381,0.041247
35.721095,-84.343035,0.043008
35.289379,-84.946111,0.042082
35.696758,-83.609612,0.045851
35.562872,-83.497941,0.046946
35.217501,-90.019707,0.042368
35.151699,-89.850249,0.04369
35.378153,-89.83447,0.043398
36.541365,-82.424555,0.042188
36.58211,-82.485742,0.041908
36.29756,-86.653137,0.045733
35.949765,-87.138246,0.041062
36.060895,-86.286291,0.041561
31.122419,-97.431052,0.039852
31.088002,-97.679734,0.046893
29.632058,-98.564936,0.048913
29.275381,-98.311692,0.040787
29.520443,-95.392509,0.03804
29.520443,-95.392509,0.03804
29.520443,-95.392509,0.037734
29.043759,-95.472946,0.034
29.30265,-103.17781,0.045648
25.892518,-97.49383,0.031886
26.200335,-97.712684,0.036077
33.1324,-96.786419,0.0495
32.919206,-96.808498,0.047302
32.676451,-96.87206,0.042586
33.219069,-97.196284,0.051205
33.219069,-97.196284,0.051205
33.219069,-97.196284,0.051038
33.410648,-96.94459,0.051405
32.482083,-97.026899,0.04638
32.175417,-96.870189,0.043898
31.785769,-106.323578,0.039651
31.765685,-106.455227,0.041992
31.746775,-106.402806,0.036753
31.6675,-106.288,0.040231
31.893913,-106.425827,0.043347
29.254474,-94.861289,0.035353
29.828086,-95.284096,0.034631
29.695729,-95.499219,0.036485
29.695729,-95.499219,0.036763
29.695729,-95.499219,0.036763
29.625556,-95.267222,0.034541
29.625556,-95.267222,0.03471
29.625556,-95.267222,0.03471
29.723333,-95.635833,0.036206
29.752778,-95.350278,0.03336
29.686389,-95.294722,0.035282
29.686389,-95.294722,0.035138
29.686389,-95.294722,0.035282
29.758889,-95.079444,0.032469
29.823319,-94.983786,0.037243
29.670025,-95.128508,0.035155
29.583047,-95.015544,0.035514
32.669001,-94.167468,0.04435
26.22621,-98.291069,0.030681
32.442304,-97.803529,0.045934
33.153088,-96.115572,0.0458
29.897516,-93.991084,0.035519
29.863957,-94.317802,0.037444
29.727931,-93.894081,0.036097
29.9425,-94.000556,0.034558
29.867756,-93.951163,0.031294
29.978926,-94.010872,0.037589
32.353595,-97.436742,0.046212
32.564968,-96.317687,0.045967
31.653086,-97.070704,0.044388
30.350302,-95.425128,0.041845
32.031934,-96.399141,0.045178
27.832413,-97.555387,0.033983
30.194167,-93.866944,0.037387
32.868773,-97.905931,0.04632
30.7017,-94.6742,0.037926
34.8803,-101.6649,0.051041
32.936523,-96.459211,0.047714
32.344027,-95.415754,0.045064
32.987891,-97.477175,0.045406
32.98426,-97.063721,0.048908
32.98426,-97.063721,0.048724
32.98426,-97.063721,0.048908
32.65637,-97.088598,0.042431
30.483163,-97.875084,0.043278
28.836214,-97.005525,0.032912
27.517456,-99.515222,0.033373
41.492707,-112.018863,0.054674
41.945874,-112.233973,0.05156
41.731111,-111.8375,0.050521
39.60996,-110.800749,0.054919
40.922,-109.392,0.053576
40.902967,-111.884467,0.048773
40.294178,-110.009732,0.049805
40.208652,-110.841056,0.052684
40.216779,-110.182742,0.054983
37.775556,-111.614722,0.049349
40.736389,-112.210278,0.054267
40.736389,-111.872222,0.053804
40.736389,-111.872222,0.053928
40.736389,-111.872222,0.053928
38.45832,-109.82126,0.053341
40.543309,-112.299618,0.052615
40.538,-109.7,0.05506
40.4372,-109.3047,0.05247
40.452267,-109.510393,0.052493
40.206291,-109.353932,0.056848
40.206291,-109.353932,0.052527
40.206291,-109.353932,0.052527
40.05671,-109.688108,0.057845
40.05671,-109.688108,0.051764
40.05671,-109.688108,0.051764
39.868622,-109.097302,0.056993
40.483598,-109.906796,0.053278
40.136336,-111.660502,0.052669
37.179125,-113.305096,0.053784
37.1983,-113.1506,0.05419
41.206321,-111.975524,0.055572
41.303614,-111.987871,0.055616
42.88759,-73.24984,0.040275
44.52839,-72.86884,0.038576
38.07657,-78.50397,0.040467
38.8577,-77.05922,0.044589
38.20087,-77.37742,0.040244
37.34438,-77.25925,0.039052
37.35748,-77.59355,0.039009
38.77335,-77.10468,0.043437
38.47367,-77.76772,0.036362
39.28102,-78.08157,0.040668
37.3297,-80.5578,0.042905
37.60613,-77.2188,0.042026
37.55652,-77.40027,0.040647
39.02473,-77.48925,0.042981
38.5231,-78.43471,0.045468
38.66373,-78.50442,0.041844
37.1655,-78.3069,0.038781
38.85287,-77.63462,0.041892
37.28342,-79.88452,0.041741
37.62668,-79.51257,0.036911
38.47753,-78.81952,0.041635
38.48123,-77.3704,0.041019
36.89117,-81.25423,0.041019
38.8065,-77.0864,0.042121
37.103733,-76.387017,0.041893
36.90118,-76.43808,0.039269
36.66525,-76.73078,0.039821
48.29786,-124.62491,0.028992
45.616667,-122.516667,0.032973
47.5525,-122.064722,0.029679
47.49022,-121.77278,0.034192
47.1411,-121.9379,0.034389
47.568236,-122.308628,0.027408
46.7841,-121.740367,0.037632
46.75838,-122.12429,0.027658
48.52059,-122.61428,0.025171
48.397787,-122.504971,0.028268
47.41645,-117.52997,0.044735
47.672482,-117.364852,0.041291
47.82728,-117.27422,0.043827
46.952562,-122.59527,0.033411
48.95074,-122.55441,0.029145
39.448105,-77.963845,0.042427
38.424133,-82.4259,0.040168
38.8795,-80.8477,0.034714
37.908533,-80.632633,0.043957
40.421539,-80.580717,0.044137
38.3456,-81.628317,0.042675
39.649367,-79.920867,0.040473
40.114876,-80.700972,0.042629
39.0905,-79.6617,0.041637
39.323533,-81.552367,0.042876
46.602248,-90.656141,0.035751
44.53098,-87.90799,0.041164
43.3156,-89.1089,0.04472
43.100838,-89.357298,0.043918
45.2384,-86.994,0.041994
44.7614,-91.143,0.041582
43.687402,-88.422045,0.042329
45.565,-88.8086,0.037799
43.0034,-88.8283,0.044766
42.504722,-87.8093,0.044963
42.5958,-87.8858,0.042187
44.44312,-87.50524,0.044077
43.7775,-91.2269,0.041689
44.138619,-87.6161,0.044819
44.70735,-89.77183,0.042267
43.016667,-87.933333,0.038743
43.060975,-87.913504,0.035913
43.1818,-87.901,0.044338
44.30738,-88.395178,0.042862
43.343,-87.92,0.044536
43.4981,-87.81,0.043283
42.713897,-87.798634,0.041934
42.50908,-89.06281,0.049506
42.51831,-89.06347,0.041943
43.4351,-89.6797,0.042527
43.667418,-87.716213,0.047022
45.2066,-90.5969,0.041315
46.0519,-89.654,0.038563
42.580009,-88.499046,0.043511
43.020075,-88.21507,0.037295
41.3642,-106.2399,0.052915
41.3642,-106.2399,0.05306
41.3642,-106.2399,0.05306
44.28,-108.041111,0.047879
44.6522,-105.2903,0.046302
44.146964,-105.529994,0.046485
41.386944,-107.616667,0.042975
42.796372,-105.361822,0.041417
42.766972,-105.303528,0.049038
42.529999,-108.720003,0.048829
43.081667,-107.549444,0.049317
42.994444,-108.370278,0.043866
41.182227,-104.778334,0.051647
42.82231,-106.36501,0.049094
42.8608,-106.23586,0.048356
44.933611,-106.847222,0.045953
42.98,-110.353,0.046464
42.719,-109.753,0.045765
42.7907,-110.0551,0.047742
42.869824,-109.87076,0.04632
42.486361,-110.098861,0.047526
42.373499,-109.560498,0.049199
42.9288,-109.788,0.051135
41.158,-108.619,0.04972
41.575,-109.207,0.048654
41.677667,-108.024835,0.048404
41.750556,-109.788333,0.050177
43.670833,-110.599472,0.046536
44.56536,-110.40034,0.047591
41.373097,-111.042376,0.049722
43.873056,-104.191944,0.050493
18.440774,-66.126531,0.010307
18.177939,-65.915482,0.008848
32.525058,-116.985856,0.026193
32.498392,-116.977523,0.023196
32.343396,-117.05558,0.025547
31.689722,-106.4597,0.034824
31.73561,-106.460242,0.030834
31.7122,-106.3953,0.031897